"Start Time","End Time","Text","Layer ID"
"00:23:59:07","00:24:00:11","une bêtise.","1"
"00:24:01:06","00:24:01:10","J'ai","1"
"00:24:01:10","00:24:01:19","accordé","1"
"00:24:01:19","00:24:01:22","ma","1"
"00:24:01:22","00:24:02:09","confiance","1"
"00:24:02:09","00:24:02:10","à","1"
"00:24:02:10","00:24:02:20","la mauvaise","1"
"00:24:02:20","00:24:04:00","personne.","1"
"00:24:05:09","00:24:05:14","J'ai","1"
"00:24:05:14","00:24:06:00","provoqué","1"
"00:24:06:00","00:24:06:06","la fin","1"
"00:24:06:06","00:24:07:11","du.","1"
"00:24:11:23","00:24:13:04","Tout","1"
"00:24:14:20","00:24:15:01","et je","1"
"00:24:15:01","00:24:16:06","pouvais.","1"
"00:24:16:17","00:24:17:13","Un jour","1"
"00:24:17:13","00:24:17:23","revoir","1"
"00:24:17:23","00:24:18:02","mon","1"
"00:24:18:02","00:24:19:07","père.","1"
"00:24:21:02","00:24:21:05","S'il","1"
"00:24:21:05","00:24:21:08","vous","1"
"00:24:21:08","00:24:22:13","plaît.","1"
"00:24:31:22","00:24:33:03","Allez,","1"
"00:24:35:10","00:24:36:15","une","1"
"00:24:37:06","00:24:38:00","ultime","1"
"00:24:38:00","00:24:39:05","tentative,","1"
"00:24:42:02","00:24:43:07","ça va","1"
"00:24:43:08","00:24:43:20","être.","1"
"00:24:43:20","00:24:45:01","C'est","1"
"00:24:45:09","00:24:45:20","mon","1"
"00:24:45:20","00:24:47:01","droit.","1"
"00:24:48:17","00:24:49:11","Parfois,","1"
"00:24:49:11","00:24:50:16","tu","1"
"00:24:51:05","00:24:52:10","tombes","1"
"00:24:55:22","00:24:58:03","bien.","1"
"00:25:14:05","00:25:14:16","Oui,","1"
"00:25:14:16","00:25:15:04","je sais","1"
"00:25:15:04","00:25:15:20","mon grand.","1"
"00:25:15:20","00:25:16:11","Je ne t'ai pas","1"
"00:25:16:11","00:25:17:16","oublié.","1"
"00:25:34:06","00:25:34:16","Oh là","1"
"00:25:34:16","00:25:35:08","là !","1"
"00:25:35:08","00:25:35:15","Mais où","1"
"00:25:35:15","00:25:36:20","là, vous","1"
"00:25:37:03","00:25:38:08","en bas.","1"
"00:25:38:23","00:25:39:22","Vous êtes","1"
"00:25:39:22","00:25:40:15","en venir","1"
"00:25:40:15","00:25:41:06","ici ?","1"
"00:25:41:06","00:25:41:12","Qui a","1"
"00:25:41:12","00:25:41:20","parlé ?","1"
"00:25:43:22","00:25:44:01","Il y a","1"
"00:25:44:01","00:25:45:06","quelqu'un,","1"
"00:25:46:17","00:25:47:00","il y a","1"
"00:25:47:00","00:25:48:05","quelqu'un.","1"
"00:25:48:20","00:25:50:01","Oh pardon,","1"
"00:25:50:01","00:25:50:10","je n'avais pas","1"
"00:25:50:10","00:25:51:10","vu.","1"
"00:25:51:10","00:25:51:17","T'inquiète","1"
"00:25:51:17","00:25:51:20","pas,","1"
"00:25:51:20","00:25:52:01","c'était","1"
"00:25:52:01","00:25:52:06","juste","1"
"00:25:52:06","00:25:52:09","un peu","1"
"00:25:52:09","00:25:52:21","de poussière.","1"
"00:25:52:21","00:25:53:03","Je vais","1"
"00:25:53:03","00:25:54:08","te.","1"
"00:25:55:06","00:25:55:13","Six","1"
"00:25:55:13","00:25:56:21","sous vous.","1"
"00:25:57:13","00:25:58:13","Vous êtes.","1"
"00:25:58:13","00:25:59:07","Si sûr ?","1"
"00:25:59:07","00:25:59:22","Et toi,","1"
"00:25:59:22","00:26:00:23","tu es","1"
"00:26:00:23","00:26:01:02","un","1"
"00:26:01:02","00:26:01:22","être humain.","1"
"00:26:01:22","00:26:02:06","Comment tu","1"
"00:26:02:06","00:26:02:21","t'appelles ?","1"
"00:26:02:21","00:26:03:09","Rien.","1"
"00:26:03:09","00:26:03:14","Je","1"
"00:26:03:14","00:26:03:22","m'appelle","1"
"00:26:03:22","00:26:04:07","Richard.","1"
"00:26:04:07","00:26:04:15","Tu n'es","1"
"00:26:04:15","00:26:04:23","pas","1"
"00:26:04:23","00:26:05:12","en pierre","1"
"00:26:05:12","00:26:05:19","à ce que","1"
"00:26:05:19","00:26:06:11","je vois,","1"
"00:26:06:11","00:26:07:01","autrement","1"
"00:26:07:01","00:26:07:13","dit.","1"
"00:26:07:13","00:26:08:08","Ça","1"
"00:26:08:08","00:26:08:14","y est,","1"
"00:26:08:14","00:26:08:19","on a","1"
"00:26:08:19","00:26:09:11","réussi","1"
"00:26:09:11","00:26:09:22","tendance","1"
"00:26:09:22","00:26:10:07","avec","1"
"00:26:10:07","00:26:10:17","goût.","1"
"00:26:10:17","00:26:10:21","Ça","1"
"00:26:10:21","00:26:10:22","a","1"
"00:26:10:22","00:26:11:16","marché.","1"
"00:26:11:16","00:26:11:21","J'ai","1"
"00:26:11:21","00:26:12:10","pas raté","1"
"00:26:12:10","00:26:13:14","ma mission.","1"
"00:26:13:14","00:26:13:17","C'est","1"
"00:26:13:17","00:26:14:19","la nourriture.","1"
"00:26:14:19","00:26:15:01","J'étais","1"
"00:26:15:01","00:26:15:09","tellement","1"
"00:26:15:09","00:26:15:19","occupé","1"
"00:26:15:19","00:26:16:03","à sauver","1"
"00:26:16:03","00:26:16:08","le monde","1"
"00:26:16:08","00:26:16:14","que j'en","1"
"00:26:16:14","00:26:16:16","ai","1"
"00:26:16:16","00:26:16:21","oublié","1"
"00:26:16:21","00:26:16:22","de","1"
"00:26:16:22","00:26:17:06","déjeuner","1"
"00:26:17:06","00:26:18:11","aujourd'hui.","1"
"00:26:18:12","00:26:19:11","Aujourd'hui,","1"
"00:26:19:11","00:26:20:04","vous pensez","1"
"00:26:20:04","00:26:20:10","que nous","1"
"00:26:20:10","00:26:20:15","sommes","1"
"00:26:20:15","00:26:20:21","quatre","1"
"00:26:20:21","00:26:21:19","jours ?","1"
"00:26:21:19","00:26:23:00","Mardi.","1"
"00:26:23:00","00:26:24:03","Nous.","1"
"00:26:24:03","00:26:24:07","Oh,","1"
"00:26:24:07","00:26:25:11","mais.","1"
"00:26:26:01","00:26:26:06","Quelle","1"
"00:26:26:06","00:26:26:15","est donc","1"
"00:26:26:15","00:26:26:20","cette","1"
"00:26:26:20","00:26:27:11","délicieuse","1"
"00:26:27:11","00:26:28:03","friandise ?","1"
"00:26:28:03","00:26:29:01","C'est","1"
"00:26:29:01","00:26:29:07","des","1"
"00:26:29:07","00:26:29:17","morceaux","1"
"00:26:29:17","00:26:30:17","de jacquier.","1"
"00:26:30:17","00:26:31:12","Je les ai","1"
"00:26:31:12","00:26:31:23","séchés","1"
"00:26:31:23","00:26:32:22","moi même","1"
"00:26:32:22","00:26:33:21","et devant.","1"
"00:26:33:21","00:26:34:01","Mais","1"
"00:26:34:01","00:26:34:07","comme","1"
"00:26:34:07","00:26:34:10","le dit","1"
"00:26:34:10","00:26:34:16","mon","1"
"00:26:34:16","00:26:35:21","chef,","1"
"00:26:35:22","00:26:36:01","c'est","1"
"00:26:36:01","00:26:36:09","infini,","1"
"00:26:36:09","00:26:37:12","ça doit.","1"
"00:26:37:12","00:26:38:15","Euh,","1"
"00:26:38:15","00:26:38:21","c'est","1"
"00:26:38:21","00:26:39:13","ça ?","1"
"00:26:39:13","00:26:39:23","Il y a","1"
"00:26:39:23","00:26:40:07","quelques","1"
"00:26:40:07","00:26:40:18","petits","1"
"00:26:40:18","00:26:41:11","détails","1"
"00:26:41:11","00:26:41:16","qui.","1"
"00:26:41:16","00:26:41:23","Vous ont","1"
"00:26:41:23","00:26:43:01","échappé.","1"
"00:26:43:01","00:26:43:09","Ah oui,","1"
"00:26:44:18","00:26:45:04","tu as","1"
"00:26:45:04","00:26:46:09","gagné !","1"
"00:26:46:13","00:26:47:23","Oh oh","1"
"00:26:47:23","00:26:48:07","là là,","1"
"00:26:48:07","00:26:48:11","je","1"
"00:26:48:11","00:26:48:17","crois","1"
"00:26:48:17","00:26:49:08","pas.","1"
"00:26:49:08","00:26:49:17","On est","1"
"00:26:49:17","00:26:50:03","mal,","1"
"00:26:50:03","00:26:50:10","on est","1"
"00:26:50:10","00:26:51:04","mal.","1"
"00:26:51:04","00:26:51:09","J'ai","1"
"00:26:51:09","00:26:51:17","dormi","1"
"00:26:51:17","00:26:52:00","pendant","1"
"00:26:52:00","00:26:53:02","500 ans,","1"
"00:26:53:02","00:26:53:05","qui","1"
"00:26:53:05","00:26:53:10","a fait","1"
"00:26:53:10","00:26:53:21","revenir","1"
"00:26:53:21","00:26:54:14","le drone","1"
"00:26:54:14","00:26:55:04","et aucun","1"
"00:26:55:04","00:26:55:09","de mes","1"
"00:26:55:09","00:26:55:14","frères","1"
"00:26:55:14","00:26:55:20","et sœurs","1"
"00:26:55:20","00:26:55:23","n'a","1"
"00:26:55:23","00:26:56:15","bougé","1"
"00:26:56:15","00:26:56:20","pour","1"
"00:26:56:20","00:26:57:01","Ils n'ont","1"
"00:26:57:01","00:26:57:02","pas","1"
"00:26:57:02","00:26:58:07","bougé.","1"
"00:26:58:08","00:26:58:16","J'en","1"
"00:26:58:16","00:26:58:21","sais","1"
"00:26:58:21","00:26:59:08","rien.","1"
"00:26:59:08","00:26:59:12","Et","1"
"00:26:59:12","00:27:00:00","en plus","1"
"00:27:00:00","00:27:00:04","t'as","1"
"00:27:00:04","00:27:00:11","cassé","1"
"00:27:00:11","00:27:00:23","la pierre.","1"
"00:27:00:23","00:27:01:10","Il me reste","1"
"00:27:01:10","00:27:01:13","tout","1"
"00:27:01:13","00:27:01:20","de même","1"
"00:27:01:20","00:27:02:05","un morceau","1"
"00:27:02:05","00:27:02:07","à","1"
"00:27:02:07","00:27:02:22","regarder.","1"
"00:27:02:22","00:27:03:06","Tu crois","1"
"00:27:03:06","00:27:03:08","que","1"
"00:27:03:08","00:27:03:14","c'est ça","1"
"00:27:03:14","00:27:03:19","qui va","1"
"00:27:03:19","00:27:04:11","me consoler ?","1"
"00:27:04:11","00:27:04:15","Si","1"
"00:27:04:15","00:27:05:05","tu dois","1"
"00:27:05:05","00:27:05:17","ton animal","1"
"00:27:05:17","00:27:06:03","domestique","1"
"00:27:06:03","00:27:06:07","et que","1"
"00:27:06:07","00:27:06:21","je te disais","1"
"00:27:06:21","00:27:07:05","Oh, et","1"
"00:27:07:05","00:27:07:09","nous,","1"
"00:27:07:09","00:27:07:17","on en reste","1"
"00:27:07:17","00:27:08:01","un petit","1"
"00:27:08:01","00:27:08:16","morceau,","1"
"00:27:08:16","00:27:09:03","ça te ferait","1"
"00:27:09:03","00:27:09:17","plaisir.","1"
"00:27:09:17","00:27:09:21","Ça","1"
"00:27:09:21","00:27:10:11","te console","1"
"00:27:10:11","00:27:10:15","peut","1"
"00:27:10:15","00:27:11:11","être.","1"
"00:27:11:11","00:27:12:02","Vous pourriez","1"
"00:27:12:02","00:27:12:19","en fabriquer","1"
"00:27:12:19","00:27:13:04","une autre ?","1"
"00:27:13:04","00:27:13:12","Non,","1"
"00:27:13:12","00:27:13:23","je ne peux pas","1"
"00:27:13:23","00:27:14:02","en","1"
"00:27:14:02","00:27:14:16","fabriquer","1"
"00:27:14:16","00:27:15:05","une autre.","1"
"00:27:15:05","00:27:15:12","Mais","1"
"00:27:15:12","00:27:16:01","vous êtes","1"
"00:27:16:01","00:27:17:06","un très.","1"
"00:27:17:12","00:27:17:23","D'accord.","1"
"00:27:17:23","00:27:18:05","Je vais","1"
"00:27:18:05","00:27:18:09","être","1"
"00:27:18:09","00:27:18:13","honnête","1"
"00:27:18:13","00:27:19:09","avec toi,","1"
"00:27:19:09","00:27:19:23","je ne suis pas","1"
"00:27:19:23","00:27:20:04","comme","1"
"00:27:20:04","00:27:20:09","qui","1"
"00:27:20:09","00:27:20:18","dirait","1"
"00:27:20:18","00:27:21:17","le meilleur","1"
"00:27:21:17","00:27:22:07","des dragons.","1"
"00:27:22:07","00:27:22:13","Tu vois","1"
"00:27:22:13","00:27:22:16","ce que","1"
"00:27:22:16","00:27:22:21","je veux.","1"
"00:27:22:21","00:27:23:09","Dire,","1"
"00:27:23:09","00:27:23:15","mais","1"
"00:27:23:15","00:27:24:02","vous avez","1"
"00:27:24:02","00:27:24:14","sauvé","1"
"00:27:24:14","00:27:24:17","le","1"
"00:27:24:17","00:27:25:08","monde.","1"
"00:27:25:08","00:27:25:21","Oui,","1"
"00:27:25:21","00:27:26:10","oui, ça","1"
"00:27:26:10","00:27:26:21","je l'ai","1"
"00:27:26:21","00:27:27:05","fait,","1"
"00:27:27:05","00:27:27:14","je m'en","1"
"00:27:27:14","00:27:28:00","souviens.","1"
"00:27:28:00","00:27:28:10","Mais","1"
"00:27:28:10","00:27:28:22","tu connais","1"
"00:27:28:22","00:27:29:07","le travail","1"
"00:27:29:07","00:27:29:10","de","1"
"00:27:29:10","00:27:29:17","groupe","1"
"00:27:29:17","00:27:29:22","avec les","1"
"00:27:29:22","00:27:30:07","camarades","1"
"00:27:30:07","00:27:30:15","de classe","1"
"00:27:30:15","00:27:30:17","qui","1"
"00:27:30:17","00:27:31:00","n'ont","1"
"00:27:31:00","00:27:31:04","pas","1"
"00:27:31:04","00:27:31:11","eu une","1"
"00:27:31:11","00:27:31:16","et qui","1"
"00:27:31:16","00:27:31:18","à","1"
"00:27:31:18","00:27:32:14","l'arrivée","1"
"00:27:32:14","00:27:32:22","obtient","1"
"00:27:32:22","00:27:33:03","la même","1"
"00:27:33:03","00:27:33:07","note","1"
"00:27:33:07","00:27:33:16","que toi.","1"
"00:27:35:05","00:27:35:08","Ah ben","1"
"00:27:35:08","00:27:35:23","voilà,","1"
"00:27:35:23","00:27:36:04","la","1"
"00:27:36:04","00:27:36:15","pierre,","1"
"00:27:36:15","00:27:36:19","c'est","1"
"00:27:36:19","00:27:36:23","pas","1"
"00:27:36:23","00:27:37:06","vraiment","1"
"00:27:37:06","00:27:37:15","moi,","1"
"00:27:37:15","00:27:37:20","j'ai","1"
"00:27:37:20","00:27:38:03","juste","1"
"00:27:38:03","00:27:38:22","assuré","1"
"00:27:38:22","00:27:40:02","la livraison.","1"
"00:27:42:10","00:27:42:13","Ou","1"
"00:27:42:13","00:27:43:14","Oh mais.","1"
"00:27:43:14","00:27:44:08","Vous êtes","1"
"00:27:44:08","00:27:45:12","lumineuse !","1"
"00:27:45:12","00:27:46:04","Oh","1"
"00:27:46:04","00:27:47:01","merci !","1"
"00:27:47:01","00:27:47:11","J'utilise","1"
"00:27:47:11","00:27:47:21","un masque","1"
"00:27:47:21","00:27:48:01","à base","1"
"00:27:48:01","00:27:48:10","d'argile","1"
"00:27:48:10","00:27:48:11","et","1"
"00:27:48:11","00:27:48:18","d'aloe","1"
"00:27:48:18","00:27:49:06","vera.","1"
"00:27:49:06","00:27:50:02","Non,","1"
"00:27:50:02","00:27:51:02","Regardez.","1"
"00:27:51:02","00:27:51:15","Ah","1"
"00:27:51:15","00:27:51:18","mais","1"
"00:27:51:18","00:27:51:22","c'est","1"
"00:27:51:22","00:27:52:08","la magie","1"
"00:27:52:08","00:27:52:14","de ma","1"
"00:27:52:14","00:27:53:05","petite sœur.","1"
"00:27:53:05","00:27:53:21","En bas,","1"
"00:27:53:21","00:27:54:06","je suis","1"
"00:27:54:06","00:27:54:09","une","1"
"00:27:54:09","00:27:55:01","lumière.","1"
"00:27:55:01","00:27:55:13","La magie","1"
"00:27:55:13","00:27:55:15","de","1"
"00:27:55:15","00:27:56:04","votre petite","1"
"00:27:56:04","00:27:56:11","sœur ?","1"
"00:27:56:11","00:27:56:15","Oui,","1"
"00:27:56:15","00:27:56:23","chaque","1"
"00:27:56:23","00:27:57:08","dragon","1"
"00:27:57:08","00:27:57:09","a","1"
"00:27:57:09","00:27:57:17","son petit","1"
"00:27:57:17","00:27:58:00","pouvoir","1"
"00:27:58:00","00:27:58:18","à lui.","1"
"00:27:58:18","00:27:59:01","Quel est","1"
"00:27:59:01","00:27:59:02","le","1"
"00:27:59:02","00:27:59:22","vôtre ?","1"
"00:27:59:22","00:28:00:18","Ah !","1"
"00:28:00:18","00:28:01:11","Je suis","1"
"00:28:01:11","00:28:01:15","une","1"
"00:28:01:15","00:28:02:07","nageuse","1"
"00:28:02:07","00:28:03:12","imbattable.","1"
"00:28:04:05","00:28:04:15","Attendez,","1"
"00:28:04:15","00:28:05:06","vous avez touché","1"
"00:28:05:06","00:28:05:09","ce","1"
"00:28:05:09","00:28:05:15","morceau","1"
"00:28:05:15","00:28:06:00","de pierre ?","1"
"00:28:06:00","00:28:06:17","Il vous a donné","1"
"00:28:06:17","00:28:07:17","des pouvoirs.","1"
"00:28:07:17","00:28:08:04","Vous savez","1"
"00:28:08:04","00:28:08:09","ce que","1"
"00:28:08:09","00:28:08:17","ça veut.","1"
"00:28:08:17","00:28:09:17","Dire","1"
"00:28:09:17","00:28:09:20","que","1"
"00:28:09:20","00:28:10:01","j'aurais","1"
"00:28:10:01","00:28:10:04","pu","1"
"00:28:10:04","00:28:10:10","perdre","1"
"00:28:10:10","00:28:10:12","en","1"
"00:28:10:12","00:28:11:07","noir ?","1"
"00:28:11:07","00:28:12:00","Non,","1"
"00:28:12:00","00:28:12:19","Vous êtes toujours","1"
"00:28:12:19","00:28:13:06","connecté","1"
"00:28:13:06","00:28:13:14","à la magie","1"
"00:28:13:14","00:28:14:06","de la pierre.","1"
"00:28:14:06","00:28:14:08","Et","1"
"00:28:14:08","00:28:14:21","ça signifie","1"
"00:28:14:21","00:28:14:22","que.","1"
"00:28:14:22","00:28:15:06","Vous pouvez","1"
"00:28:15:06","00:28:15:12","encore","1"
"00:28:15:12","00:28:16:00","l'utiliser","1"
"00:28:16:00","00:28:16:04","pour","1"
"00:28:16:04","00:28:16:10","sauver","1"
"00:28:16:10","00:28:17:04","le monde.","1"
"00:28:17:04","00:28:17:08","Si","1"
"00:28:17:08","00:28:17:18","on retrouvait","1"
"00:28:17:18","00:28:18:02","les autres","1"
"00:28:18:02","00:28:18:12","fragments,","1"
"00:28:18:12","00:28:18:21","on pourrait","1"
"00:28:18:21","00:28:19:01","les.","1"
"00:28:19:01","00:28:19:15","Assembler","1"
"00:28:19:15","00:28:20:07","et boum,","1"
"00:28:20:07","00:28:20:15","adieu","1"
"00:28:20:15","00:28:20:18","le","1"
"00:28:20:18","00:28:21:02","drone.","1"
"00:28:22:11","00:28:22:15","Je","1"
"00:28:22:15","00:28:22:21","pourrai","1"
"00:28:22:21","00:28:23:04","revoir","1"
"00:28:23:04","00:28:23:08","mon","1"
"00:28:23:08","00:28:23:17","père.","1"
"00:28:23:17","00:28:24:07","Oui,","1"
"00:28:24:07","00:28:24:09","Et","1"
"00:28:24:09","00:28:25:01","comment","1"
"00:28:25:01","00:28:25:11","reviendrait","1"
"00:28:25:11","00:28:25:16","à la","1"
"00:28:25:16","00:28:26:20","vie ?","1"
"00:29:01:21","00:29:02:11","Princesse","1"
"00:29:02:11","00:29:03:03","Marie.","1"
"00:29:03:03","00:29:03:14","Ces terres","1"
"00:29:03:14","00:29:03:20","sont","1"
"00:29:03:20","00:29:04:05","infestée","1"
"00:29:04:05","00:29:04:21","de drones.","1"
"00:29:04:21","00:29:05:08","La fille de","1"
"00:29:05:08","00:29:05:17","Banja","1"
"00:29:05:17","00:29:05:19","a","1"
"00:29:05:19","00:29:06:03","dû être","1"
"00:29:06:03","00:29:06:16","transformée","1"
"00:29:06:16","00:29:07:17","en statue.","1"
"00:29:07:17","00:29:08:11","Pourquoi prendre","1"
"00:29:08:11","00:29:08:16","nous","1"
"00:29:08:16","00:29:08:22","mêmes","1"
"00:29:08:22","00:29:09:07","autant","1"
"00:29:09:07","00:29:09:20","de risques","1"
"00:29:09:20","00:29:10:07","pour un","1"
"00:29:10:07","00:29:10:20","vulgaire","1"
"00:29:10:20","00:29:12:00","parchemin ?","1"
"00:29:16:10","00:29:16:15","Qui","1"
"00:29:16:15","00:29:17:00","d'autre","1"
"00:29:17:00","00:29:17:04","se","1"
"00:29:17:04","00:29:17:13","demande","1"
"00:29:17:13","00:29:17:21","pourquoi","1"
"00:29:17:21","00:29:18:08","nous sommes","1"
"00:29:18:08","00:29:19:13","ici","1"
"00:29:28:03","00:29:29:08","pour ?","1"
"00:29:35:12","00:29:35:22","Alors","1"
"00:29:35:22","00:29:36:07","le point","1"
"00:29:36:07","00:29:36:11","sur","1"
"00:29:36:11","00:29:37:12","la situation.","1"
"00:29:37:12","00:29:38:00","Les fragments","1"
"00:29:38:00","00:29:38:01","de","1"
"00:29:38:01","00:29:38:09","la Pierre","1"
"00:29:38:09","00:29:38:17","brisée","1"
"00:29:38:17","00:29:39:02","ont été","1"
"00:29:39:02","00:29:39:13","récupérés","1"
"00:29:39:13","00:29:39:17","par","1"
"00:29:39:17","00:29:40:02","les chefs","1"
"00:29:40:02","00:29:40:04","des","1"
"00:29:40:04","00:29:40:11","Cinque","1"
"00:29:40:11","00:29:41:11","Terre,","1"
"00:29:41:11","00:29:42:15","chroniqueurs.","1"
"00:29:43:01","00:29:43:18","Dos,","1"
"00:29:43:18","00:29:44:08","griffes","1"
"00:29:44:08","00:29:44:16","et queue","1"
"00:29:44:16","00:29:44:19","du.","1"
"00:29:44:19","00:29:45:07","Dragon","1"
"00:29:45:07","00:29:45:14","où nous","1"
"00:29:45:14","00:29:45:17","nous","1"
"00:29:45:17","00:29:46:22","trouvons.","1"
"00:29:48:20","00:29:49:00","Bon,","1"
"00:29:49:00","00:29:49:04","alors,","1"
"00:29:49:04","00:29:49:13","j'ai","1"
"00:29:49:13","00:29:49:16","plein","1"
"00:29:49:16","00:29:50:21","de questions.","1"
"00:29:51:00","00:29:51:10","D'abord,","1"
"00:29:51:10","00:29:51:17","pourquoi","1"
"00:29:51:17","00:29:52:07","je suis","1"
"00:29:52:07","00:29:52:16","habillé","1"
"00:29:52:16","00:29:53:05","comme ça ?","1"
"00:29:53:05","00:29:53:23","Eh bien,","1"
"00:29:53:23","00:29:54:09","disons","1"
"00:29:54:09","00:29:54:14","pour","1"
"00:29:54:14","00:29:54:22","ne pas","1"
"00:29:54:22","00:29:55:05","attirer","1"
"00:29:55:05","00:29:55:23","l'attention.","1"
"00:29:55:23","00:29:56:17","Oh est","1"
"00:29:56:17","00:29:57:00","à trouver","1"
"00:29:57:00","00:29:57:09","un bon","1"
"00:29:57:09","00:29:57:17","chapeau","1"
"00:29:57:17","00:29:57:22","bien","1"
"00:29:57:22","00:29:58:18","discret.","1"
"00:29:58:18","00:29:58:21","Qu'est","1"
"00:29:58:21","00:29:59:01","ce qui","1"
"00:29:59:01","00:29:59:04","te fait","1"
"00:29:59:04","00:29:59:08","croire","1"
"00:29:59:08","00:29:59:10","que","1"
"00:29:59:10","00:29:59:17","la chef","1"
"00:29:59:17","00:29:59:19","est","1"
"00:29:59:19","00:30:01:00","ici ?","1"
"00:30:02:18","00:30:03:23","Un.","1"
"00:30:06:14","00:30:07:08","Je pense","1"
"00:30:07:08","00:30:07:19","que si","1"
"00:30:07:19","00:30:08:08","ce passage","1"
"00:30:08:08","00:30:08:14","a été","1"
"00:30:08:14","00:30:08:22","piégé,","1"
"00:30:08:22","00:30:09:03","ce n'est","1"
"00:30:09:03","00:30:09:10","pas par.","1"
"00:30:09:10","00:30:09:20","Hasard","1"
"00:30:14:06","00:30:14:17","si ça","1"
"00:30:14:17","00:30:14:23","sert à","1"
"00:30:14:23","00:30:15:12","rien.","1"
"00:30:15:12","00:30:15:19","C'est","1"
"00:30:15:19","00:30:15:23","pas","1"
"00:30:15:23","00:30:16:09","ça qui","1"
"00:30:16:09","00:30:16:17","arrêtera","1"
"00:30:16:17","00:30:17:07","le drone ?","1"
"00:30:17:07","00:30:17:12","C'est","1"
"00:30:17:12","00:30:17:20","pas pour","1"
"00:30:17:20","00:30:18:05","arrêter","1"
"00:30:18:05","00:30:19:00","le drone,","1"
"00:30:19:00","00:30:19:03","mais","1"
"00:30:19:03","00:30:20:06","les humains","1"
"00:30:20:06","00:30:21:11","ou","1"
"00:30:30:11","00:30:31:16","quoi ?","1"
"00:30:32:08","00:30:32:09","On","1"
"00:30:32:09","00:30:32:14","regarde","1"
"00:30:32:14","00:30:32:18","comme","1"
"00:30:32:18","00:30:33:23","ça.","1"
"00:30:34:07","00:30:35:00","Oh non,","1"
"00:30:35:00","00:30:35:10","j'ai","1"
"00:30:35:10","00:30:36:13","pas.","1"
"00:30:36:13","00:30:37:01","L'habitude","1"
"00:30:37:01","00:30:37:08","de voir","1"
"00:30:37:08","00:30:38:13","des dragons.","1"
"00:30:38:22","00:30:39:04","Et","1"
"00:30:39:04","00:30:39:16","tu m'as","1"
"00:30:39:16","00:30:40:02","pas pu","1"
"00:30:40:02","00:30:40:08","faire","1"
"00:30:40:08","00:30:40:15","le dos","1"
"00:30:40:15","00:30:41:03","crawlé.","1"
"00:30:41:03","00:30:41:06","C'est","1"
"00:30:41:06","00:30:41:10","moi","1"
"00:30:41:10","00:30:41:21","la reine,","1"
"00:30:41:21","00:30:42:04","je suis","1"
"00:30:42:04","00:30:42:08","une","1"
"00:30:42:08","00:30:43:00","sirène.","1"
"00:30:43:00","00:30:43:04","Quand","1"
"00:30:43:04","00:30:43:17","je plonge,","1"
"00:30:43:17","00:30:44:03","les poissons","1"
"00:30:44:03","00:30:44:08","jettent","1"
"00:30:44:08","00:30:45:02","l'éponge","1"
"00:30:45:02","00:30:45:12","parce que","1"
"00:30:45:12","00:30:45:21","l'eau","1"
"00:30:45:21","00:30:46:05","est ma","1"
"00:30:46:05","00:30:46:14","seconde","1"
"00:30:46:14","00:30:47:18","peau.","1"
"00:30:47:18","00:30:48:10","Je t'explique","1"
"00:30:48:10","00:30:48:20","que","1"
"00:30:48:20","00:30:49:01","je suis","1"
"00:30:49:01","00:30:49:05","forte","1"
"00:30:49:05","00:30:49:06","En","1"
"00:30:49:06","00:30:49:20","natation,","1"
"00:30:49:20","00:30:50:04","tout ça","1"
"00:30:50:04","00:30:51:04","arrive.","1"
"00:30:51:04","00:30:51:12","J'essaie","1"
"00:30:51:12","00:30:51:14","de","1"
"00:30:51:14","00:30:51:20","te faire","1"
"00:30:51:20","00:30:52:04","comprendre","1"
"00:30:52:04","00:30:52:14","que","1"
"00:30:52:14","00:30:52:17","je suis","1"
"00:30:52:17","00:30:52:23","une bonne","1"
"00:30:52:23","00:30:53:09","nageuse,","1"
"00:30:53:09","00:30:53:13","que","1"
"00:30:53:13","00:30:53:19","je nage","1"
"00:30:53:19","00:30:54:01","super","1"
"00:30:54:01","00:30:54:12","bien.","1"
"00:30:54:12","00:30:54:17","C'est ça","1"
"00:30:54:17","00:30:54:18","que","1"
"00:30:54:18","00:30:54:21","je veux","1"
"00:30:54:21","00:30:55:01","te faire","1"
"00:30:55:01","00:30:55:13","comprendre.","1"
"00:30:55:13","00:30:56:05","D'accord,","1"
"00:30:56:05","00:30:57:06","on va essayer","1"
"00:30:57:06","00:30:57:17","d'avancer","1"
"00:30:57:17","00:30:57:21","si","1"
"00:30:57:21","00:30:58:05","vous le voulez","1"
"00:30:58:05","00:30:59:10","bien.","1"
"00:31:03:03","00:31:03:10","Oh,","1"
"00:31:03:10","00:31:03:14","c'est","1"
"00:31:03:14","00:31:04:00","pas vrai","1"
"00:31:04:00","00:31:04:05","quoi !","1"
"00:31:04:05","00:31:04:09","Qu'est","1"
"00:31:04:09","00:31:04:13","ce qu'il","1"
"00:31:04:13","00:31:04:21","y a ?","1"
"00:31:04:21","00:31:05:06","On a","1"
"00:31:05:06","00:31:06:00","complètement","1"
"00:31:06:00","00:31:06:05","oublié","1"
"00:31:06:05","00:31:06:14","d'apporter","1"
"00:31:06:14","00:31:06:21","un cadeau","1"
"00:31:06:21","00:31:07:04","pour la","1"
"00:31:07:04","00:31:07:23","chef.","1"
"00:31:07:23","00:31:08:11","Pardon,","1"
